,feature1,feature2,feature3
43,0.43297933679155165,0.40780817358580096,0.1944705363403611
44,0.7913113146452314,0.6591512512374381,0.6272415301037633
45,0.9200671725236386,0.7259291908030802,0.8516877367650915
46,0.2251248846464502,0.22139723439039516,0.050803019435301466
47,0.2641488405831788,0.2581719713733245,0.07198207171890698
48,0.5774928865587213,0.5208408202553104,0.3351432328785044
49,0.38225808535477046,0.364666878523614,0.15200081551858818
50,0.4699363447966022,0.438147881180321,0.22319426083535593
51,0.5751054919549762,0.5190989038237709,0.3367991976120002
52,0.6098956232185485,0.5440536211817486,0.3807018430220191
53,0.11940456328009075,0.11884031278473622,0.01555562731168876
54,0.9088644951684212,0.7205868013756362,0.8344269790725228
55,0.39840779998435616,0.3785857906614446,0.1614600368208316
56,0.4940476035742821,0.4574230519274105,0.25039997616894527
57,0.6122303664619698,0.5456952054683917,0.37703413690843657
58,0.896317042553327,0.7144998390311952,0.8110342850741743
59,0.16202311259958457,0.16062006098403972,0.02715228277402027
60,0.41416719026032556,0.3920052564076377,0.1808013463159113
61,0.9103717458435931,0.7213106324593983,0.8365892762856981
62,0.40289415971982045,0.3824225905748326,0.17122014348258383
63,0.7866281899572758,0.6564946711632861,0.6240386703709684
64,0.3918367538368249,0.3729425967868235,0.15638396078272343
65,0.37726292544608886,0.36032811736357406,0.14525979370558442
66,0.5539927831304036,0.503506736020094,0.3112869774488619
67,0.8069972113825479,0.6679304423253646,0.6610249664870272
68,0.958057997120376,0.7434093804362519,0.925257020508315
69,0.6098875775151454,0.5440479569362421,0.3817677891676729
70,0.773273831329665,0.6488290952512943,0.5994963394390723
71,0.4020134206200723,0.38167040380654066,0.16856355713708907
72,0.8293791269735761,0.6801424859820621,0.6894016927048502
73,0.23738969813462862,0.23302869951204438,0.06219239322501265
74,0.3438722193105396,0.33092995640241624,0.12365966698458059
75,0.4675730156156549,0.4362362728414711,0.22390779948869427
76,0.0823533232660909,0.0821676516147341,0.014824300696429447
77,0.7161618921675608,0.614526260164651,0.5185652379418643
78,0.02454176825436971,0.024536842285299575,0.00966292731100099
79,0.9527656310349832,0.7410325510033957,0.9175249352212952
80,0.7770600764286144,0.6510160270132622,0.6088967741030372
81,0.08361724828825945,0.08342291218613318,0.011041213129349277
82,0.7603663869038663,0.641292719832789,0.5834303780936808
83,0.6181851058039164,0.5498631303116067,0.38596514441466406
84,0.8457858041658026,0.688861459732368,0.718857680115766
85,0.10553688546833873,0.10514679881589349,0.014813165428230139
86,0.14166038836090056,0.1407203357362492,0.022163240363658004
87,0.836934185869326,0.6841817885886896,0.709464429398571
88,0.8928308083354798,0.712789107960569,0.8002194491528096
89,0.3598923503669602,0.3451192098795572,0.1340045867448199
90,0.7075379340945702,0.6091306141225676,0.5018552596624586
91,0.6463703785652277,0.5692214589429941,0.4230020954766245
92,0.6662512029038836,0.5825085215905055,0.4487284461387851
93,0.3033986234662751,0.2944197302030076,0.09434600667214085
94,0.4777652647371917,0.44445210175179406,0.23051247919889703
95,0.6428233500809719,0.566818873192762,0.419937329293289
96,0.537099566127561,0.4907893082923006,0.290674445097446
97,0.46636036838067374,0.4352538756973327,0.22382395612540862
98,0.0038267152576481056,0.0038266965786040966,0.0009457756009024997
99,0.8688463783413769,0.7007875310190913,0.7639062670130885
